child_id,grade,subject,chapter,num_quizzes,profile,quiz_id,nb_questions,start_time,end_time,time_spent,attempts_count,prev_final_score,final_score,completed,failed,abandoned,correct_count,wrong_count,hint_count,q1_correct,q1_wrong_attempts,q1_hint,q2_correct,q2_wrong_attempts,q2_hint,q3_correct,q3_wrong_attempts,q3_hint,q4_correct,q4_wrong_attempts,q4_hint,q5_correct,q5_wrong_attempts,q5_hint,q6_correct,q6_wrong_attempts,q6_hint,q7_correct,q7_wrong_attempts,q7_hint,q8_correct,q8_wrong_attempts,q8_hint
child_009,2,Math,Subtraction,12,weak,Sub_01,5,2025-05-22 22:39:53.078918,2025-05-22 22:43:57.078918,244.0,1,,0.79,1,0,0,5,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_01,5,2025-06-13 10:08:53.079288,2025-06-13 10:15:13.079288,380.0,1,,0.06,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_01,5,2025-07-10 12:57:53.079567,2025-07-10 12:58:43.079567,50.0,2,0.06,0.53,0,1,0,4,3,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_01,5,2025-07-21 06:18:53.079983,2025-07-21 06:23:02.079983,249.0,3,0.53,0.15,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_02,5,2025-05-03 00:27:53.080286,2025-05-03 00:29:24.080286,91.0,1,,0.9,1,0,0,5,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,,,,,,,,,
child_002,2,Math,Subtraction,12,strong,Sub_02,5,2025-06-29 02:55:53.080646,2025-06-29 03:00:57.080646,304.0,1,,0.88,1,0,0,5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,,,,,,,,,
child_003,2,Math,Subtraction,12,strong,Sub_02,5,2025-06-14 13:18:53.081051,2025-06-14 13:21:42.081051,169.0,1,,0.86,1,0,0,5,2,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_004,2,Math,Subtraction,12,strong,Sub_02,5,2025-07-03 07:55:53.081411,2025-07-03 07:59:38.081411,225.0,1,,0.98,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_02,5,2025-06-17 04:26:53.081803,2025-06-17 04:32:31.081803,338.0,1,,0.78,1,0,0,5,0,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,,,,,,,,,
child_006,2,Math,Subtraction,12,average,Sub_02,5,2025-07-01 08:38:53.082184,2025-07-01 08:46:16.082184,443.0,1,,0.77,1,0,0,5,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,,,,,,,,,
child_007,2,Math,Subtraction,12,average,Sub_02,5,2025-05-30 06:00:53.082540,2025-05-30 06:03:11.082540,138.0,1,,0.87,1,0,0,5,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,,,,,,,,,
child_008,2,Math,Subtraction,12,average,Sub_02,5,2025-07-10 11:36:53.082937,2025-07-10 11:43:35.082937,402.0,1,,0.96,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_02,5,2025-06-29 04:46:53.083296,2025-06-29 04:51:39.083296,286.0,1,,0.76,1,0,0,5,2,1,1,0,0,1,0,1,1,2,0,1,0,0,1,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_02,5,2025-07-09 02:05:53.083668,2025-07-09 02:12:29.083668,396.0,1,,0.09,0,1,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_02,5,2025-05-22 11:23:53.083989,2025-05-22 11:27:53.083989,240.0,2,0.09,0.56,1,0,0,5,2,2,1,0,0,1,0,1,1,0,0,1,0,1,1,2,0,,,,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_03,7,2025-06-30 15:23:53.084370,2025-06-30 15:29:28.084370,335.0,1,,0.91,1,0,0,7,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_002,2,Math,Subtraction,12,strong,Sub_03,7,2025-06-10 00:51:53.084854,2025-06-10 00:58:25.084854,392.0,1,,0.91,1,0,0,7,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_003,2,Math,Subtraction,12,strong,Sub_03,7,2025-07-14 03:09:53.085299,2025-07-14 03:13:30.085299,217.0,1,,0.86,1,0,0,7,0,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,,,
child_004,2,Math,Subtraction,12,strong,Sub_03,7,2025-06-06 09:16:53.085758,2025-06-06 09:22:38.085758,345.0,1,,0.76,0,1,0,6,3,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,
child_004,2,Math,Subtraction,12,strong,Sub_03,7,2025-06-02 14:32:53.086182,2025-06-02 14:33:51.086182,58.0,2,0.76,0.85,1,0,0,7,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,1.0,,,
child_005,2,Math,Subtraction,12,strong,Sub_03,7,2025-07-10 21:31:53.086605,2025-07-10 21:38:17.086605,384.0,1,,0.48,0,1,0,4,3,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_005,2,Math,Subtraction,12,strong,Sub_03,7,2025-05-04 14:40:53.087009,2025-05-04 14:46:40.087009,347.0,2,0.48,0.8,1,0,0,7,2,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_006,2,Math,Subtraction,12,average,Sub_03,7,2025-08-01 14:21:53.087432,2025-08-01 14:29:06.087432,433.0,1,,0.81,1,0,0,7,2,2,1,0,0,1,0,0,1,2,1,1,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,,,
child_007,2,Math,Subtraction,12,average,Sub_03,7,2025-05-22 10:54:53.087887,2025-05-22 10:57:45.087887,172.0,1,,0.9,1,0,0,7,2,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_008,2,Math,Subtraction,12,average,Sub_03,7,2025-06-25 01:09:53.088308,2025-06-25 01:14:31.088308,278.0,1,,0.92,1,0,0,7,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_009,2,Math,Subtraction,12,weak,Sub_03,7,2025-07-12 22:00:53.088933,2025-07-12 22:03:29.088933,156.0,1,,0.23,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_009,2,Math,Subtraction,12,weak,Sub_03,7,2025-07-28 07:34:53.089295,2025-07-28 07:42:02.089295,429.0,2,0.23,0.75,1,0,0,7,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_010,2,Math,Subtraction,12,weak,Sub_03,7,2025-07-28 03:58:53.089761,2025-07-28 04:05:54.089761,421.0,1,,0.19,0,1,0,2,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_010,2,Math,Subtraction,12,weak,Sub_03,7,2025-07-11 23:16:53.090130,2025-07-11 23:22:19.090130,326.0,2,0.19,0.39,0,1,0,4,3,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_010,2,Math,Subtraction,12,weak,Sub_03,7,2025-06-20 21:39:53.090508,2025-06-20 21:42:59.090508,186.0,3,0.39,0.38,0,1,0,3,3,1,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_001,2,Math,Subtraction,12,strong,Sub_04,6,2025-06-14 23:44:53.090946,2025-06-14 23:46:58.090946,125.0,1,,0.82,1,0,0,6,2,1,1,0,1,1,2,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_002,2,Math,Subtraction,12,strong,Sub_04,6,2025-05-22 09:20:53.091358,2025-05-22 09:25:22.091358,269.0,1,,0.98,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_003,2,Math,Subtraction,12,strong,Sub_04,6,2025-07-09 14:51:53.091791,2025-07-09 14:55:23.091791,210.0,1,,0.91,1,0,0,6,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,1.0,,,,,,
child_004,2,Math,Subtraction,12,strong,Sub_04,6,2025-07-30 09:18:53.092214,2025-07-30 09:24:55.092214,362.0,1,,0.97,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_04,6,2025-06-21 00:35:53.092596,2025-06-21 00:41:05.092596,312.0,1,,0.9,1,0,0,6,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_006,2,Math,Subtraction,12,average,Sub_04,6,2025-05-26 05:32:53.093088,2025-05-26 05:36:45.093088,232.0,1,,0.88,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,,,,,,
child_007,2,Math,Subtraction,12,average,Sub_04,6,2025-05-02 23:21:53.093477,2025-05-02 23:27:53.093477,360.0,1,,0.82,1,0,0,6,2,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_008,2,Math,Subtraction,12,average,Sub_04,6,2025-05-09 05:05:53.093934,2025-05-09 05:11:58.093934,365.0,1,,0.79,1,0,0,6,2,1,1,0,0,1,0,0,1,0,1,1,2,0,1,0,0,1.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_04,6,2025-05-09 03:03:53.094327,2025-05-09 03:09:45.094327,352.0,1,,0.05,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_04,6,2025-06-21 08:55:53.094621,2025-06-21 09:03:09.094621,436.0,2,0.05,0.05,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_04,6,2025-05-21 14:42:53.094950,2025-05-21 14:46:50.094950,237.0,3,0.05,0.67,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_04,6,2025-07-04 04:23:53.095342,2025-07-04 04:27:19.095342,206.0,1,,0.08,0,1,0,1,3,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_04,6,2025-05-28 15:05:53.095619,2025-05-28 15:11:30.095619,337.0,2,0.08,0.71,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_05,6,2025-07-23 08:19:53.096056,2025-07-23 08:24:45.096056,292.0,1,,0.83,1,0,0,6,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.0,0.0,1.0,,,,,,
child_002,2,Math,Subtraction,12,strong,Sub_05,6,2025-06-07 11:28:53.096447,2025-06-07 11:30:39.096447,106.0,1,,0.92,1,0,0,6,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_003,2,Math,Subtraction,12,strong,Sub_05,6,2025-05-07 09:57:53.096868,2025-05-07 10:05:03.096868,430.0,1,,0.89,1,0,0,6,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1.0,0.0,0.0,,,,,,
child_004,2,Math,Subtraction,12,strong,Sub_05,6,2025-05-29 11:18:53.097253,2025-05-29 11:25:35.097253,402.0,1,,0.89,1,0,0,6,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1.0,0.0,0.0,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_05,6,2025-06-20 23:36:53.097638,2025-06-20 23:43:21.097638,388.0,1,,0.89,1,0,0,6,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.0,0.0,0.0,,,,,,
child_006,2,Math,Subtraction,12,average,Sub_05,6,2025-06-05 23:28:53.098077,2025-06-05 23:31:37.098077,164.0,1,,0.84,1,0,0,6,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1.0,0.0,0.0,,,,,,
child_007,2,Math,Subtraction,12,average,Sub_05,6,2025-05-05 00:48:53.098468,2025-05-05 00:53:28.098468,275.0,1,,0.98,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_008,2,Math,Subtraction,12,average,Sub_05,6,2025-05-09 13:31:53.098893,2025-05-09 13:34:48.098893,175.0,1,,0.74,1,0,0,6,2,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_05,6,2025-07-30 07:24:53.099287,2025-07-30 07:31:10.099287,377.0,1,,0.2,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_05,6,2025-05-31 14:34:53.099601,2025-05-31 14:37:13.099601,140.0,2,0.2,0.12,0,1,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_05,6,2025-07-29 22:44:53.099942,2025-07-29 22:50:09.099942,316.0,3,0.12,0.6,0,1,0,5,3,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_05,6,2025-05-13 06:25:53.100342,2025-05-13 06:29:56.100342,243.0,1,,0.26,0,1,0,2,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_05,6,2025-05-09 01:34:53.100649,2025-05-09 01:41:51.100649,418.0,2,0.26,0.35,0,1,0,3,3,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_05,6,2025-06-20 12:03:53.101056,2025-06-20 12:05:45.101056,112.0,3,0.35,0.24,0,1,0,2,3,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_06,6,2025-06-07 02:10:53.101398,2025-06-07 02:16:27.101398,334.0,1,,0.87,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1.0,0.0,0.0,,,,,,
child_002,2,Math,Subtraction,12,strong,Sub_06,6,2025-05-12 05:38:53.101962,2025-05-12 05:46:16.101962,443.0,1,,0.96,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_003,2,Math,Subtraction,12,strong,Sub_06,6,2025-06-01 02:01:53.102373,2025-06-01 02:07:47.102373,354.0,1,,0.82,1,0,0,6,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1.0,1.0,0.0,,,,,,
child_004,2,Math,Subtraction,12,strong,Sub_06,6,2025-06-10 05:16:53.102827,2025-06-10 05:23:21.102827,388.0,1,,0.89,1,0,0,6,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1.0,0.0,0.0,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_06,6,2025-07-27 10:15:53.103230,2025-07-27 10:19:18.103230,205.0,1,,0.88,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,,,,,,
child_006,2,Math,Subtraction,12,average,Sub_06,6,2025-07-27 14:53:53.103612,2025-07-27 14:59:02.103612,309.0,1,,0.97,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_007,2,Math,Subtraction,12,average,Sub_06,6,2025-07-14 12:22:53.104042,2025-07-14 12:29:08.104042,375.0,1,,0.89,1,0,0,6,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,0.0,,,,,,
child_008,2,Math,Subtraction,12,average,Sub_06,6,2025-07-21 05:49:53.104430,2025-07-21 05:56:32.104430,399.0,1,,0.96,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_06,6,2025-06-13 23:18:53.104864,2025-06-13 23:21:05.104864,132.0,1,,0.58,0,1,0,4,3,0,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_06,6,2025-06-05 07:09:53.105227,2025-06-05 07:12:10.105227,137.0,2,0.58,0.48,0,1,0,3,3,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_06,6,2025-05-23 22:07:53.105568,2025-05-23 22:12:50.105568,297.0,3,0.48,0.79,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_06,6,2025-07-13 23:10:53.106008,2025-07-13 23:14:36.106008,223.0,1,,0.5,0,1,0,4,3,2,1,0,1,1,1,1,1,0,0,1,0,0,0,2,0,0.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_06,6,2025-07-12 07:08:53.106366,2025-07-12 07:15:16.106366,383.0,2,0.5,0.16,0,1,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_06,6,2025-07-21 06:49:53.106651,2025-07-21 06:53:46.106651,233.0,3,0.16,0.07,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_07,5,2025-06-25 12:37:53.106998,2025-06-25 12:39:40.106998,107.0,1,,0.99,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_002,2,Math,Subtraction,12,strong,Sub_07,5,2025-05-05 06:56:53.107380,2025-05-05 07:02:49.107380,356.0,1,,0.84,1,0,0,5,2,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_003,2,Math,Subtraction,12,strong,Sub_07,5,2025-07-03 06:41:53.107811,2025-07-03 06:42:38.107811,45.0,1,,0.91,1,0,0,5,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,,,,,,,,,
child_004,2,Math,Subtraction,12,strong,Sub_07,5,2025-05-12 03:29:53.108220,2025-05-12 03:36:05.108220,372.0,1,,0.96,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_07,5,2025-06-19 10:15:53.108582,2025-06-19 10:21:29.108582,336.0,1,,0.46,0,1,0,3,3,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,,,,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_07,5,2025-07-28 01:59:53.108991,2025-07-28 02:01:57.108991,124.0,2,0.46,0.79,1,0,0,5,2,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,,,,,,,,,
child_006,2,Math,Subtraction,12,average,Sub_07,5,2025-05-07 08:04:53.109372,2025-05-07 08:10:12.109372,319.0,1,,0.88,1,0,0,5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,,,,,,,,,
child_007,2,Math,Subtraction,12,average,Sub_07,5,2025-06-14 15:22:53.109756,2025-06-14 15:25:02.109756,129.0,1,,0.9,1,0,0,5,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_008,2,Math,Subtraction,12,average,Sub_07,5,2025-05-30 04:52:53.110142,2025-05-30 04:57:29.110142,276.0,1,,0.79,1,0,0,5,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,,,,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_07,5,2025-06-01 13:38:53.110498,2025-06-01 13:41:15.110498,142.0,1,,0.08,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_07,5,2025-07-14 01:21:53.110809,2025-07-14 01:27:02.110809,309.0,2,0.08,0.69,1,0,0,5,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_07,5,2025-07-27 01:02:53.111189,2025-07-27 01:10:10.111189,437.0,1,,0.64,0,1,0,4,3,0,1,0,0,1,2,0,1,0,0,1,0,0,0,1,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_07,5,2025-05-08 00:46:53.111544,2025-05-08 00:48:54.111544,121.0,2,0.64,0.53,0,1,0,3,3,2,1,0,0,1,1,1,1,0,0,0,2,1,0,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_07,5,2025-06-28 02:14:53.111920,2025-06-28 02:18:03.111920,190.0,3,0.53,0.34,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_08,5,2025-07-15 21:59:53.112249,2025-07-15 22:06:23.112249,390.0,1,,0.87,1,0,0,5,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_002,2,Math,Subtraction,12,strong,Sub_08,5,2025-07-07 14:34:53.112611,2025-07-07 14:42:04.112611,431.0,1,,0.86,1,0,0,5,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,,,,,,,,,
child_003,2,Math,Subtraction,12,strong,Sub_08,5,2025-07-04 02:24:53.113009,2025-07-04 02:30:53.113009,360.0,1,,0.84,1,0,0,5,2,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_004,2,Math,Subtraction,12,strong,Sub_08,5,2025-07-18 08:59:53.113362,2025-07-18 09:04:34.113362,281.0,1,,0.97,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_005,2,Math,Subtraction,12,strong,Sub_08,5,2025-05-10 00:19:53.113732,2025-05-10 00:23:12.113732,199.0,1,,0.98,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_006,2,Math,Subtraction,12,average,Sub_08,5,2025-05-05 11:19:53.114118,2025-05-05 11:24:20.114118,267.0,1,,0.88,1,0,0,5,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,,,,,,,,,
child_007,2,Math,Subtraction,12,average,Sub_08,5,2025-07-20 11:40:53.114479,2025-07-20 11:44:15.114479,202.0,1,,0.89,1,0,0,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,,,,
child_008,2,Math,Subtraction,12,average,Sub_08,5,2025-05-11 22:17:53.114887,2025-05-11 22:19:53.114887,120.0,1,,0.87,1,0,0,5,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,,,,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_08,5,2025-06-07 08:34:53.115251,2025-06-07 08:40:36.115251,343.0,1,,0.09,0,1,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_08,5,2025-06-24 22:52:53.115528,2025-06-24 22:58:19.115528,326.0,2,0.09,0.54,0,1,0,4,3,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,,,,,,,,,
child_009,2,Math,Subtraction,12,weak,Sub_08,5,2025-06-14 09:53:53.115986,2025-06-14 09:58:20.115986,267.0,3,0.54,0.34,0,1,0,2,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_08,5,2025-06-16 10:38:53.116468,2025-06-16 10:42:05.116468,192.0,1,,0.4,0,1,0,3,3,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_08,5,2025-07-14 23:37:53.117030,2025-07-14 23:44:06.117030,373.0,2,0.4,0.13,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Math,Subtraction,12,weak,Sub_08,5,2025-06-04 13:56:53.117631,2025-06-04 14:02:20.117631,327.0,3,0.13,0.58,1,0,0,5,2,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,,,,,,,,,
child_001,2,Math,Subtraction,12,strong,Sub_09,7,2025-07-27 23:05:53.118278,2025-07-27 23:10:45.118278,292.0,1,,0.83,1,0,0,7,2,1,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_002,2,Math,Subtraction,12,strong,Sub_09,7,2025-05-24 07:08:53.118966,2025-05-24 07:10:05.118966,72.0,1,,0.93,1,0,0,7,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,,,
child_003,2,Math,Subtraction,12,strong,Sub_09,7,2025-05-21 05:32:53.119639,2025-05-21 05:39:00.119639,367.0,1,,0.91,1,0,0,7,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,,,
child_004,2,Math,Subtraction,12,strong,Sub_09,7,2025-05-15 05:46:53.120308,2025-05-15 05:49:49.120308,176.0,1,,0.9,1,0,0,7,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_005,2,Math,Subtraction,12,strong,Sub_09,7,2025-07-22 02:07:53.120955,2025-07-22 02:09:56.120955,123.0,1,,0.99,1,0,0,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_006,2,Math,Subtraction,12,average,Sub_09,7,2025-06-03 09:59:53.121588,2025-06-03 10:03:12.121588,199.0,1,,0.77,1,0,0,7,2,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,1.0,2.0,0.0,,,
